variant_id,variant_file,variant_url,question_id,question_type,slot_count,question_text
canthosimpl_10011,canthosimpl.10011.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10011.inp,canthosimpl_10011_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10011.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_458 (m)?
2. What is the maximum water depth in conduit C_410 (m)?
3. What is the maximum water depth in conduit C_412 (m)?
4. What is the peak runoff for subcatchment S_296 (CMS)?
5. What is the peak runoff for subcatchment S_259 (CMS)?
6. What is the peak runoff for subcatchment S_257 (CMS)?
7. What is the area of subcatchment S_296 (hectares)?
8. What is the area of subcatchment S_289 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_410 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_462 (m)?"
canthosimpl_10012,canthosimpl.10012.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10012.inp,canthosimpl_10012_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10012.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_413 (m)?
2. What is the maximum water depth in conduit C_416 (m)?
3. What is the maximum water depth in conduit C_456 (m)?
4. What is the peak runoff for subcatchment S_259 (CMS)?
5. What is the peak runoff for subcatchment S_287 (CMS)?
6. What is the peak runoff for subcatchment S_263 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_289 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_459 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_411 (m)?"
canthosimpl_10013,canthosimpl.10013.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10013.inp,canthosimpl_10013_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10013.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_455 (m)?
2. What is the maximum water depth in conduit C_462 (m)?
3. What is the maximum water depth in conduit C_411 (m)?
4. What is the peak runoff for subcatchment S_286 (CMS)?
5. What is the peak runoff for subcatchment S_289 (CMS)?
6. What is the peak runoff for subcatchment S_288 (CMS)?
7. What is the area of subcatchment S_288 (hectares)?
8. What is the area of subcatchment S_258 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_502 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_419 (m)?"
canthosimpl_10014,canthosimpl.10014.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10014.inp,canthosimpl_10014_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10014.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_416 (m)?
2. What is the maximum water depth in conduit C_405 (m)?
3. What is the maximum water depth in conduit C_502 (m)?
4. What is the peak runoff for subcatchment S_259 (CMS)?
5. What is the peak runoff for subcatchment S_286 (CMS)?
6. What is the peak runoff for subcatchment S_289 (CMS)?
7. What is the area of subcatchment S_296 (hectares)?
8. What is the area of subcatchment S_295 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_417 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_412 (m)?"
canthosimpl_10015,canthosimpl.10015.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10015.inp,canthosimpl_10015_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10015.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_412 (m)?
2. What is the maximum water depth in conduit C_459 (m)?
3. What is the maximum water depth in conduit C_411 (m)?
4. What is the peak runoff for subcatchment S_258 (CMS)?
5. What is the peak runoff for subcatchment S_257 (CMS)?
6. What is the peak runoff for subcatchment S_286 (CMS)?
7. What is the area of subcatchment S_259 (hectares)?
8. What is the area of subcatchment S_258 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_502 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_456 (m)?"
canthosimpl_10016,canthosimpl.10016.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10016.inp,canthosimpl_10016_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10016.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_419 (m)?
2. What is the maximum water depth in conduit C_459 (m)?
3. What is the maximum water depth in conduit C_405 (m)?
4. What is the peak runoff for subcatchment S_257 (CMS)?
5. What is the peak runoff for subcatchment S_258 (CMS)?
6. What is the peak runoff for subcatchment S_261 (CMS)?
7. What is the area of subcatchment S_257 (hectares)?
8. What is the area of subcatchment S_263 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_412 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_502 (m)?"
canthosimpl_10017,canthosimpl.10017.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10017.inp,canthosimpl_10017_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10017.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_458 (m)?
2. What is the maximum water depth in conduit C_456 (m)?
3. What is the maximum water depth in conduit C_455 (m)?
4. What is the peak runoff for subcatchment S_261 (CMS)?
5. What is the peak runoff for subcatchment S_295 (CMS)?
6. What is the peak runoff for subcatchment S_288 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_258 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_457 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_419 (m)?"
canthosimpl_10018,canthosimpl.10018.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10018.inp,canthosimpl_10018_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10018.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_455 (m)?
2. What is the maximum water depth in conduit C_412 (m)?
3. What is the maximum water depth in conduit C_413 (m)?
4. What is the peak runoff for subcatchment S_287 (CMS)?
5. What is the peak runoff for subcatchment S_286 (CMS)?
6. What is the peak runoff for subcatchment S_257 (CMS)?
7. What is the area of subcatchment S_289 (hectares)?
8. What is the area of subcatchment S_286 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_417 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_410 (m)?"
canthosimpl_10019,canthosimpl.10019.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10019.inp,canthosimpl_10019_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10019.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_455 (m)?
2. What is the maximum water depth in conduit C_405 (m)?
3. What is the maximum water depth in conduit C_417 (m)?
4. What is the peak runoff for subcatchment S_295 (CMS)?
5. What is the peak runoff for subcatchment S_259 (CMS)?
6. What is the peak runoff for subcatchment S_286 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_296 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_458 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_418 (m)?"
canthosimpl_10020,canthosimpl.10020.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10020.inp,canthosimpl_10020_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10020.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_458 (m)?
2. What is the maximum water depth in conduit C_419 (m)?
3. What is the maximum water depth in conduit C_502 (m)?
4. What is the peak runoff for subcatchment S_259 (CMS)?
5. What is the peak runoff for subcatchment S_261 (CMS)?
6. What is the peak runoff for subcatchment S_257 (CMS)?
7. What is the area of subcatchment S_257 (hectares)?
8. What is the area of subcatchment S_263 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_459 (m)?"
canthosimpl_10021,canthosimpl.10021.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10021.inp,canthosimpl_10021_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10021.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_502 (m)?
2. What is the maximum water depth in conduit C_419 (m)?
3. What is the maximum water depth in conduit C_416 (m)?
4. What is the peak runoff for subcatchment S_296 (CMS)?
5. What is the peak runoff for subcatchment S_289 (CMS)?
6. What is the peak runoff for subcatchment S_286 (CMS)?
7. What is the area of subcatchment S_257 (hectares)?
8. What is the area of subcatchment S_296 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_418 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?"
canthosimpl_10022,canthosimpl.10022.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10022.inp,canthosimpl_10022_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10022.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_418 (m)?
2. What is the maximum water depth in conduit C_419 (m)?
3. What is the maximum water depth in conduit C_416 (m)?
4. What is the peak runoff for subcatchment S_261 (CMS)?
5. What is the peak runoff for subcatchment S_286 (CMS)?
6. What is the peak runoff for subcatchment S_295 (CMS)?
7. What is the area of subcatchment S_288 (hectares)?
8. What is the area of subcatchment S_296 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_455 (m)?"
canthosimpl_10023,canthosimpl.10023.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10023.inp,canthosimpl_10023_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10023.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_502 (m)?
2. What is the maximum water depth in conduit C_459 (m)?
3. What is the maximum water depth in conduit C_458 (m)?
4. What is the peak runoff for subcatchment S_257 (CMS)?
5. What is the peak runoff for subcatchment S_259 (CMS)?
6. What is the peak runoff for subcatchment S_258 (CMS)?
7. What is the area of subcatchment S_263 (hectares)?
8. What is the area of subcatchment S_286 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_419 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_413 (m)?"
canthosimpl_10024,canthosimpl.10024.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10024.inp,canthosimpl_10024_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10024.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_502 (m)?
2. What is the maximum water depth in conduit C_416 (m)?
3. What is the maximum water depth in conduit C_419 (m)?
4. What is the peak runoff for subcatchment S_258 (CMS)?
5. What is the peak runoff for subcatchment S_296 (CMS)?
6. What is the peak runoff for subcatchment S_259 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_286 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_419 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_455 (m)?"
canthosimpl_10025,canthosimpl.10025.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10025.inp,canthosimpl_10025_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10025.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_458 (m)?
2. What is the maximum water depth in conduit C_417 (m)?
3. What is the maximum water depth in conduit C_457 (m)?
4. What is the peak runoff for subcatchment S_296 (CMS)?
5. What is the peak runoff for subcatchment S_257 (CMS)?
6. What is the peak runoff for subcatchment S_288 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_286 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_416 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_405 (m)?"
canthosimpl_10026,canthosimpl.10026.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10026.inp,canthosimpl_10026_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10026.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_405 (m)?
2. What is the maximum water depth in conduit C_457 (m)?
3. What is the maximum water depth in conduit C_410 (m)?
4. What is the peak runoff for subcatchment S_286 (CMS)?
5. What is the peak runoff for subcatchment S_263 (CMS)?
6. What is the peak runoff for subcatchment S_261 (CMS)?
7. What is the area of subcatchment S_289 (hectares)?
8. What is the area of subcatchment S_259 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_418 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_413 (m)?"
canthosimpl_10027,canthosimpl.10027.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10027.inp,canthosimpl_10027_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10027.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_412 (m)?
2. What is the maximum water depth in conduit C_457 (m)?
3. What is the maximum water depth in conduit C_418 (m)?
4. What is the peak runoff for subcatchment S_288 (CMS)?
5. What is the peak runoff for subcatchment S_258 (CMS)?
6. What is the peak runoff for subcatchment S_289 (CMS)?
7. What is the area of subcatchment S_289 (hectares)?
8. What is the area of subcatchment S_261 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_457 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_462 (m)?"
canthosimpl_10028,canthosimpl.10028.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10028.inp,canthosimpl_10028_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10028.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_418 (m)?
2. What is the maximum water depth in conduit C_416 (m)?
3. What is the maximum water depth in conduit C_463 (m)?
4. What is the peak runoff for subcatchment S_287 (CMS)?
5. What is the peak runoff for subcatchment S_289 (CMS)?
6. What is the peak runoff for subcatchment S_295 (CMS)?
7. What is the area of subcatchment S_286 (hectares)?
8. What is the area of subcatchment S_296 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_458 (m)?"
